Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.30;1.61;2.22;2.72;2.56;3.28;4.13;2.91;4.14;5.18;5.54;3.83;3.01
Price/Earnings;11.77;11.54;16.11;21.43;18.24;22.35;25.59;22.79;23.67;30.94;32.23;24.74;25.53
Price/Cash Flow;13.91;13.89;15.77;21.19;16.97;18.88;24.51;15.99;19.43;23.19;25.48;20.02;17.03
Price/Book;2.30;2.62;3.46;4.65;6.63;8.87;11.34;11.74;19.37;23.95;21.67;14.98;4.19
Price/Forward Earnings;11.26;13.51;18.66;18.15;16.89;19.92;23.15;15.63;21.83;27.40;26.46;21.97;—
PEG Ratio;0.91;1.55;1.81;1.44;2.76;2.52;2.52;1.56;3.13;2.81;1.86;2.58;—
Earnings Yield %;8.50;8.67;6.21;4.67;5.48;4.47;3.91;4.39;4.23;3.23;3.10;4.13;—
Enterprise Value (Bil);25.81;29.94;38.29;38.97;38.52;48.38;62.51;47.38;63.26;70.34;76.42;57.34;—
Enterprise Value/EBIT;9.43;7.84;10.11;13.58;13.00;15.87;18.08;13.04;18.04;24.12;25.13;17.34;—
Enterprise Value/EBITDA;7.78;6.76;8.67;11.49;11.20;13.74;15.95;11.56;16.05;21.04;22.06;15.50;—
