Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.42;0.76;0.56;0.52;0.59;0.79;0.77;0.23;0.34;0.50;0.49;0.50;3.01
Price/Earnings;27.55;1,402.18;—;12.27;3.75;7.68;22.66;—;—;—;16.47;11.90;25.53
Price/Cash Flow;2.07;5.27;6.26;4.76;5.07;5.96;4.68;2.04;1.88;3.69;3.30;3.40;17.03
Price/Book;—;—;—;—;—;—;—;—;—;—;—;—;4.19
Price/Forward Earnings;10.22;18.21;10.57;144.93;18.05;53.76;70.42;-24.21;-47.39;-39.37;—;155.84;—
PEG Ratio;0.50;0.29;—;18.13;9.02;—;1.50;—;—;—;—;—;—
Earnings Yield %;3.63;0.07;-6.63;8.15;26.67;13.02;4.41;-19.54;-16.62;-10.47;-4.47;-5.63;—
Enterprise Value (Bil);3.16;3.90;3.07;2.51;2.11;2.28;2.10;2.44;2.61;2.88;2.92;2.47;—
Enterprise Value/EBIT;11.34;15.32;19.07;8.75;4.66;7.97;13.14;41.73;37.08;77.94;27.80;35.57;—
Enterprise Value/EBITDA;6.66;8.27;8.88;5.05;3.05;4.96;6.04;8.44;6.98;8.64;7.38;7.01;—
