Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.39;1.73;1.86;2.22;2.00;2.33;2.63;2.49;3.21;3.33;2.96;2.78;3.07
Price/Earnings;15.61;20.68;16.96;21.84;17.73;19.65;20.51;19.89;30.60;24.58;22.42;22.90;25.84
Price/Cash Flow;5.63;9.36;8.69;8.98;10.33;10.21;9.96;36.27;14.58;14.44;16.52;16.77;17.36
Price/Book;1.62;1.33;1.40;1.72;1.57;1.65;1.82;1.81;2.32;2.12;1.95;1.93;4.27
Price/Forward Earnings;14.84;14.39;14.27;18.52;16.67;17.39;18.87;18.66;23.36;22.22;21.01;20.31;—
PEG Ratio;2.06;1.78;1.84;2.60;2.37;2.58;3.04;3.04;3.04;3.21;2.25;2.96;—
Earnings Yield %;6.40;4.84;5.90;4.58;5.64;5.09;4.88;5.03;3.27;4.07;4.46;4.50;—
Enterprise Value (Bil);11.40;21.30;22.70;26.27;26.05;27.81;31.34;34.79;43.63;45.35;46.07;36.94;—
Enterprise Value/EBIT;13.48;18.72;14.87;16.49;14.17;15.10;15.80;18.57;25.87;21.78;21.39;19.51;—
Enterprise Value/EBITDA;9.22;12.86;10.61;11.96;10.45;10.93;11.44;12.41;15.51;14.29;13.53;12.93;—
