Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.59;1.45;1.41;1.45;1.12;0.88;1.27;0.75;1.06;1.07;1.29;1.00;3.07
Price/Earnings;—;33.63;3.23;17.17;13.50;11.71;16.71;8.75;11.83;9.02;9.92;11.76;25.84
Price/Cash Flow;—;9.19;8.85;15.48;—;—;16.72;5.25;10.58;6.61;8.43;16.89;17.36
Price/Book;1.26;3.21;1.73;1.68;1.36;1.26;2.19;1.52;2.02;1.84;2.17;1.78;4.27
Price/Forward Earnings;31.55;20.66;16.98;14.88;11.21;8.01;11.55;7.22;9.88;7.24;7.66;9.31;—
PEG Ratio;6.31;0.74;2.28;2.81;0.67;—;0.44;0.25;1.61;—;—;0.78;—
Earnings Yield %;-16.32;2.97;30.93;5.82;7.41;8.54;5.98;11.43;8.45;11.09;10.08;9.15;—
Enterprise Value (Bil);4.61;8.11;8.29;8.36;7.41;8.56;12.69;9.38;12.36;12.05;14.75;11.00;—
Enterprise Value/EBIT;—;43.99;23.87;12.75;10.43;9.58;13.44;6.57;10.02;7.33;7.92;9.18;—
Enterprise Value/EBITDA;—;37.83;21.92;12.06;9.81;9.05;12.73;6.35;9.60;7.06;7.64;8.77;—
