Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.96;1.21;1.22;1.06;0.92;1.30;1.39;0.90;1.18;1.35;1.67;1.21;3.07
Price/Earnings;16.21;15.61;13.88;16.04;22.73;43.30;19.81;34.35;24.12;25.99;32.75;28.24;25.84
Price/Cash Flow;18.39;18.54;12.20;14.66;9.18;14.83;16.63;27.31;10.11;11.01;17.45;16.28;17.36
Price/Book;2.26;2.59;2.63;2.35;2.38;3.29;3.38;2.30;2.97;3.19;4.06;3.01;4.27
Price/Forward Earnings;13.16;13.09;12.05;13.68;16.42;20.58;20.88;13.91;—;—;—;18.72;—
PEG Ratio;1.02;1.31;1.21;1.37;1.64;—;2.09;1.39;—;—;—;1.79;—
Earnings Yield %;6.17;6.41;7.20;6.24;4.40;2.31;5.05;2.91;4.15;3.85;3.05;3.95;—
Enterprise Value (Bil);2.57;3.71;3.95;3.41;2.88;3.58;4.01;2.88;3.76;4.14;5.43;3.70;—
Enterprise Value/EBIT;10.01;9.50;8.03;9.61;13.05;20.23;14.21;13.24;16.51;17.31;21.98;16.17;—
Enterprise Value/EBITDA;7.84;8.06;6.96;7.76;9.10;13.85;10.93;9.57;12.17;12.84;16.43;11.80;—
