Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;5.63;4.02;5.25;5.08;7.69;6.90;9.47;9.64;14.50;22.88;25.91;13.17;3.07
Price/Earnings;40.65;20.94;23.38;25.78;37.96;30.89;38.00;32.26;37.20;66.65;69.92;42.80;25.84
Price/Cash Flow;20.36;11.00;18.66;18.96;24.64;20.62;29.76;23.28;34.33;46.34;49.82;31.63;17.36
Price/Book;3.16;2.61;3.39;3.81;6.51;13.04;31.64;32.79;—;—;39.09;29.58;4.27
Price/Forward Earnings;16.58;15.08;18.18;22.88;26.67;21.69;27.62;24.21;35.84;52.63;56.50;34.78;—
PEG Ratio;1.11;2.26;1.66;1.62;1.65;1.11;1.65;1.50;3.13;3.68;4.22;2.62;—
Earnings Yield %;2.46;4.78;4.28;3.88;2.63;3.24;2.63;3.10;2.69;1.50;1.43;2.46;—
Enterprise Value (Bil);4.72;4.32;5.69;5.66;7.87;8.52;12.68;13.59;23.75;39.09;46.93;20.19;—
Enterprise Value/EBIT;23.05;12.50;15.13;15.29;20.18;18.13;22.92;19.53;30.15;49.05;52.55;28.78;—
Enterprise Value/EBITDA;17.89;10.10;12.47;12.45;16.83;15.49;19.98;17.39;27.42;44.23;46.71;25.57;—
