Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;3.14;1.12;1.56;4.25;1.79;1.61;0.93;0.23;1.15;1.46;1.32;1.06;3.07
Price/Earnings;—;—;20.27;7.58;8.42;—;35.71;—;315.71;—;7.53;60.97;25.84
Price/Cash Flow;7.97;—;3.35;8.29;5.46;11.22;—;0.80;2.52;6.00;4.27;15.11;17.36
Price/Book;—;—;—;—;—;—;—;—;—;—;—;—;4.27
Price/Forward Earnings;6.60;8.33;8.98;7.35;4.97;5.91;—;—;—;5.38;5.69;—;—
PEG Ratio;0.45;2.54;2.78;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;-36.39;-23.26;4.93;13.18;11.88;-26.28;2.80;-8.70;0.32;-8.29;13.27;-5.01;—
Enterprise Value (Bil);3.62;4.31;7.08;10.43;9.82;1.72;1.54;0.55;1.40;0.93;1.53;1.28;—
Enterprise Value/EBIT;—;—;8.65;8.08;12.91;—;21.26;1.50;—;—;5.62;-7.04;—
Enterprise Value/EBITDA;—;—;8.56;8.03;12.75;—;18.09;1.46;94.44;—;5.47;32.10;—
