Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.68;1.59;1.85;2.14;2.29;2.22;1.85;2.00;2.49;2.18;2.44;2.08;3.01
Price/Earnings;15.95;14.64;16.67;19.02;20.02;18.91;15.91;16.05;18.54;15.55;16.46;16.62;25.53
Price/Cash Flow;10.80;11.46;11.78;15.22;16.01;14.54;11.79;11.49;14.06;9.59;9.55;12.25;17.03
Price/Book;—;—;—;—;—;—;—;—;—;—;—;—;4.19
Price/Forward Earnings;12.20;11.36;14.77;17.30;18.21;17.27;15.15;14.27;18.08;15.50;16.53;15.26;—
PEG Ratio;0.91;0.76;1.02;1.32;1.43;1.37;1.56;1.04;1.46;1.32;1.22;1.23;—
Earnings Yield %;6.27;6.83;6.00;5.26;4.99;5.29;6.29;6.23;5.39;6.43;6.08;6.15;—
Enterprise Value (Bil);16.05;16.58;20.16;24.05;27.00;27.41;24.18;26.03;35.97;33.60;39.28;27.23;—
Enterprise Value/EBIT;10.48;10.03;11.23;12.95;13.61;13.15;11.55;14.18;16.09;13.24;13.43;12.82;—
Enterprise Value/EBITDA;9.26;8.88;9.94;11.38;11.95;11.48;9.98;11.91;13.77;11.45;11.80;11.06;—
