Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.21;0.22;0.79;0.78;0.67;0.63;0.67;0.70;0.44;0.65;1.21;0.62;3.07
Price/Earnings;—;57.50;38.55;24.82;32.91;45.50;—;53.00;253.00;46.86;37.06;76.08;25.84
Price/Cash Flow;—;4.03;8.77;12.70;13.19;8.94;71.21;9.93;8.58;3.12;5.91;13.96;17.36
Price/Book;0.43;1.09;3.69;3.36;3.04;3.66;2.85;2.52;1.42;1.69;2.82;2.33;4.27
Price/Forward Earnings;7.92;-6.71;21.93;15.34;12.63;10.11;11.92;11.61;9.73;15.63;21.19;12.39;—
PEG Ratio;0.57;—;1.57;1.10;0.97;0.78;0.92;0.83;0.70;1.12;1.32;0.88;—
Earnings Yield %;-16.50;1.74;2.59;4.03;3.04;2.20;-5.28;1.89;0.40;2.13;2.70;0.45;—
Enterprise Value (Mil);91.19;81.42;193.08;187.72;171.79;187.02;274.28;278.48;206.71;202.57;316.95;230.98;—
Enterprise Value/EBIT;—;12.75;18.67;15.21;15.78;23.22;—;20.80;17.66;18.41;21.14;20.46;—
Enterprise Value/EBITDA;11.60;5.34;10.63;9.52;9.51;12.29;30.78;12.54;11.09;11.70;15.08;16.50;—
