Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;—;—;1.40;2.19;1.85;1.36;0.94;1.37;1.60;2.11;1.45;3.07
Price/Earnings;—;—;—;21.23;118.32;27.98;—;—;72.53;37.23;47.61;73.50;25.84
Price/Cash Flow;—;—;—;10.84;18.67;18.69;22.00;14.60;23.27;15.23;15.96;20.28;17.36
Price/Book;—;—;—;5.36;8.22;10.80;1.50;1.44;2.15;2.29;2.85;4.18;4.27
Price/Forward Earnings;—;—;—;—;22.37;18.59;11.76;12.80;17.21;16.39;20.79;16.92;—
PEG Ratio;—;—;—;—;—;—;0.83;1.57;1.45;1.59;1.40;2.07;—
Earnings Yield %;—;—;—;4.71;0.85;3.57;-2.80;-0.41;1.38;2.69;2.10;1.01;—
Enterprise Value (Bil);—;—;—;1.98;3.11;3.38;7.31;6.81;9.06;9.65;12.11;7.21;—
Enterprise Value/EBIT;—;—;—;31.44;38.63;24.16;—;63.87;32.60;40.70;40.80;36.55;—
Enterprise Value/EBITDA;—;—;—;16.76;22.68;17.11;74.26;17.31;17.09;20.75;23.25;25.09;—
