Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;4.21;2.32;4.21;1.76;1.59;0.84;2.45;2.95;3.55;5.08;4.81;3.34;3.07
Price/Earnings;46.07;—;146.29;—;—;—;—;—;49.50;47.24;51.86;65.65;25.84
Price/Cash Flow;14.84;11.45;23.39;—;—;5.76;16.05;46.05;38.42;22.22;34.93;32.79;17.36
Price/Book;25.11;44.96;54.53;14.20;—;—;—;—;9.36;9.70;8.33;9.74;4.27
Price/Forward Earnings;—;-17.99;250.00;-47.17;-9.47;-11.05;-43.67;188.68;131.58;117.65;57.14;109.02;—
PEG Ratio;—;—;12.49;—;—;—;—;6.26;3.77;7.87;3.80;—;—
Earnings Yield %;2.17;-6.22;0.68;-3.67;-12.44;-9.52;-2.86;-0.46;2.02;2.12;1.93;-2.19;—
Enterprise Value (Mil);162.50;100.95;249.77;145.54;130.83;64.30;142.11;177.74;212.60;316.32;304.13;206.26;—
Enterprise Value/EBIT;26.87;—;108.03;—;—;—;—;9,354.70;36.26;36.51;36.31;-47.65;—
Enterprise Value/EBITDA;24.40;—;66.50;—;—;323.12;594.61;76.61;31.10;29.35;28.98;1,174.31;—
