Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.93;2.61;2.45;1.61;1.08;0.98;0.54;0.91;1.28;1.16;1.88;1.05;3.07
Price/Earnings;10.24;865.00;—;5.63;—;—;13.94;0.97;22.20;—;13.28;12.08;25.84
Price/Cash Flow;5.38;5.42;4.68;2.81;15.11;46.15;—;2.22;4.39;6.20;122.44;15.48;17.36
Price/Book;1.57;2.36;1.77;0.95;0.88;18.98;6.11;0.88;1.17;1.57;2.69;4.69;4.27
Price/Forward Earnings;6.94;13.74;14.14;57.14;-6.15;—;—;—;4.19;—;3.77;—;—
PEG Ratio;3.47;6.87;7.07;28.50;—;—;—;—;—;—;—;—;—
Earnings Yield %;9.77;0.12;-0.58;17.76;-191.25;-204.81;7.17;103.40;4.50;-42.37;7.53;-24.60;—
Enterprise Value (Mil);231.43;369.85;291.23;145.08;67.94;48.48;33.12;53.89;108.42;85.53;192.53;74.53;—
Enterprise Value/EBIT;2.07;3.86;6.40;1.82;—;—;2.09;1.38;2.89;5.22;28.45;3.84;—
Enterprise Value/EBITDA;1.69;3.20;4.88;1.44;—;—;1.43;1.24;2.41;3.18;9.14;3.34;—
