Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;11.29;9.51;12.40;13.03;13.73;12.49;14.88;14.91;18.58;22.26;24.63;16.80;3.07
Price/Earnings;28.44;42.11;29.34;30.42;30.06;31.46;40.72;29.85;35.32;44.73;49.30;36.93;25.84
Price/Cash Flow;26.80;113.43;48.34;22.96;28.94;33.79;29.66;24.17;33.39;46.57;44.05;33.54;17.36
Price/Book;2.56;3.62;5.22;5.88;6.24;6.84;9.71;10.48;14.26;15.50;14.82;11.36;4.27
Price/Forward Earnings;14.95;17.24;24.04;24.51;26.81;23.64;28.17;24.69;30.12;39.84;33.22;29.63;—
PEG Ratio;0.79;0.80;1.45;1.42;76.70;1.67;1.56;1.30;2.06;3.69;1.58;1.85;—
Earnings Yield %;5.08;2.37;3.41;3.29;3.33;3.18;2.46;3.35;2.83;2.24;2.03;2.76;—
Enterprise Value (Bil);64.36;97.01;136.12;157.14;180.07;199.48;276.60;309.75;426.91;491.45;530.84;345.39;—
Enterprise Value/EBIT;11.32;15.10;18.80;19.28;19.84;23.64;22.57;23.08;27.72;34.35;38.17;26.64;—
Enterprise Value/EBITDA;10.77;14.33;17.82;18.30;18.81;22.31;21.59;22.08;26.59;32.60;36.12;25.38;—
