Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;2.83;3.70;4.49;6.15;6.28;5.52;4.57;3.31;5.01;4.60;6.99;4.45;3.01
Price/Earnings;—;—;—;—;92.61;330.31;—;—;—;213.71;218.97;506.53;25.53
Price/Cash Flow;10.66;16.07;14.02;49.89;12.78;12.71;10.49;7.92;11.58;10.70;17.73;10.45;17.03
Price/Book;0.84;1.17;1.93;1.31;1.24;1.19;1.03;0.80;1.26;1.01;1.52;1.02;4.19
Price/Forward Earnings;-112.36;20.79;26.60;—;—;—;—;—;-666.67;-49.75;—;—;—
PEG Ratio;—;6.93;8.87;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;-1.77;-5.53;-3.79;-1.74;1.08;0.30;-0.15;-1.81;-2.92;0.47;0.46;-0.79;—
Enterprise Value (Bil);1.02;1.22;1.69;4.03;3.90;3.67;3.29;2.73;2.83;2.35;2.98;2.93;—
Enterprise Value/EBIT;41.20;91.18;84.05;257.89;50.77;49.67;52.50;60.36;169.62;41.68;50.72;63.71;—
Enterprise Value/EBITDA;16.06;21.41;22.94;35.47;16.00;14.48;13.72;13.33;17.86;12.63;15.79;14.08;—
