Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.17;0.31;0.60;0.41;0.18;0.25;0.89;0.21;0.15;0.86;1.30;0.54;3.07
Price/Earnings;—;23.08;31.42;7.27;81.87;47.41;—;—;—;177.67;41.09;80.47;25.84
Price/Cash Flow;5.82;12.04;13.52;8.50;6.69;5.89;—;—;—;9.28;13.79;14.25;17.36
Price/Book;11.40;10.84;15.15;4.55;2.08;2.75;10.77;2.56;2.69;5.74;10.39;6.04;4.27
Price/Forward Earnings;-74.63;44.64;24.21;42.02;—;—;-125.00;-7.11;—;1,111.11;64.10;—;—
PEG Ratio;—;2.24;1.21;2.10;—;—;—;—;—;—;—;—;—
Earnings Yield %;-0.64;4.33;3.18;13.76;1.22;2.11;-0.67;-67.75;-58.16;0.56;2.43;-17.53;—
Enterprise Value (Bil);0.12;0.24;0.65;0.47;0.23;0.37;1.72;0.26;0.24;1.59;3.30;0.99;—
Enterprise Value/EBIT;74.91;15.07;26.17;39.48;30.53;24.75;—;—;—;176.28;37.09;8.77;—
Enterprise Value/EBITDA;6.63;7.53;16.33;16.56;7.48;8.19;101.80;—;—;40.03;27.65;18.76;—
