Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.16;1.10;1.01;1.27;1.04;1.23;1.32;1.41;2.12;1.97;1.94;1.59;3.07
Price/Earnings;9.19;13.39;13.13;16.23;—;10.28;—;36.63;29.95;14.47;12.74;25.30;25.84
Price/Cash Flow;4.54;3.85;3.87;4.05;3.68;4.12;5.94;5.67;8.75;6.54;10.31;6.51;17.36
Price/Book;1.42;1.23;1.20;1.55;1.33;1.31;1.69;1.93;2.38;1.86;1.85;1.84;4.27
Price/Forward Earnings;12.36;9.83;10.00;16.50;13.87;15.87;16.05;14.51;21.32;16.78;17.06;16.61;—
PEG Ratio;5.28;12.14;—;2.66;2.68;20.89;—;—;—;3.99;10.22;—;—
Earnings Yield %;10.88;7.47;7.62;6.16;-1.29;9.73;-6.06;2.73;3.34;6.91;7.85;2.88;—
Enterprise Value (Bil);24.33;24.32;24.59;28.38;25.30;26.93;30.35;33.77;42.31;40.85;42.65;35.00;—
Enterprise Value/EBIT;10.87;16.56;15.28;13.33;53.53;16.93;—;26.86;38.56;19.38;20.60;-17.68;—
Enterprise Value/EBITDA;6.08;7.51;6.91;6.67;9.63;7.39;34.72;10.26;13.00;9.39;9.85;14.25;—
