Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.65;0.70;1.19;0.91;0.47;0.79;0.83;0.64;1.10;0.67;0.79;0.78;3.01
Price/Earnings;—;12.74;19.09;30.29;32.95;28.68;—;—;57.64;20.77;61.84;310.23;25.53
Price/Cash Flow;23.70;19.83;8.76;64.82;23.99;5.95;8.91;—;8.29;4.76;7.72;13.91;17.03
Price/Book;1.34;1.56;2.26;1.59;0.89;1.33;1.02;0.95;1.90;1.12;1.18;1.22;4.19
Price/Forward Earnings;15.02;11.92;16.61;24.51;30.58;—;—;—;—;—;—;—;—
PEG Ratio;1.05;1.49;2.08;3.07;3.83;—;—;—;—;—;—;—;—
Earnings Yield %;-0.74;7.85;5.24;3.30;3.03;3.49;-2.90;-2.48;1.74;4.82;1.62;1.47;—
Enterprise Value (Mil);250.05;402.05;806.73;491.85;254.90;349.73;234.24;239.86;444.67;171.96;212.81;283.24;—
Enterprise Value/EBIT;56.76;6.75;15.84;15.94;11.02;19.49;—;—;35.39;8.36;34.25;6.32;—
Enterprise Value/EBITDA;12.60;5.54;15.34;11.43;6.95;11.18;—;44.33;18.08;5.53;12.67;15.08;—
