Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.85;1.21;1.79;1.68;2.06;5.08;4.32;2.29;4.53;2.70;3.02;3.68;3.01
Price/Earnings;7.95;27.08;381.00;13.39;—;25.11;13.18;17.10;41.64;36.05;28.26;25.10;25.53
Price/Cash Flow;7.66;4.92;65.49;10.08;12.78;20.07;15.56;10.42;41.21;24.34;19.31;21.72;17.03
Price/Book;1.06;1.35;2.23;2.07;4.08;6.13;4.87;2.73;4.14;4.83;5.16;4.56;4.19
Price/Forward Earnings;16.10;15.80;16.92;14.45;—;—;—;9.78;—;—;20.41;—;—
PEG Ratio;1.07;2.63;2.82;2.41;—;—;—;0.98;—;—;—;—;—
Earnings Yield %;12.58;3.69;0.26;7.47;-16.08;3.98;7.59;5.85;2.40;2.77;3.54;4.52;—
Enterprise Value (Bil);0.31;0.35;0.83;0.86;0.92;1.92;2.31;1.30;2.85;3.72;4.28;2.33;—
Enterprise Value/EBIT;3.95;10.11;18.01;57.17;30.71;18.52;12.73;6.16;48.06;24.52;20.57;19.25;—
Enterprise Value/EBITDA;3.37;6.69;12.73;24.42;19.57;17.20;12.14;5.83;36.20;18.79;16.66;15.92;—
