Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.22;0.20;0.32;0.41;0.32;0.44;0.38;0.36;0.41;0.45;0.50;0.40;3.01
Price/Earnings;8.75;19.07;30.22;17.87;12.74;17.42;18.82;10.19;22.07;17.88;16.47;16.46;25.53
Price/Cash Flow;30.91;14.06;22.28;7.17;14.19;10.71;9.90;13.04;—;—;13.33;25.92;17.03
Price/Book;1.03;0.95;1.46;1.64;1.22;1.49;1.27;1.21;1.37;1.45;1.62;1.35;4.19
Price/Forward Earnings;8.65;7.63;13.23;14.93;11.74;16.34;14.84;11.20;15.70;14.56;13.81;14.47;—
PEG Ratio;1.03;1.01;2.80;2.12;—;—;1.75;1.01;—;2.17;4.88;19.17;—
Earnings Yield %;11.43;5.26;3.32;5.60;7.85;5.74;5.31;9.81;4.53;5.59;6.07;6.23;—
Enterprise Value (Bil);26.78;25.30;31.99;33.78;27.47;32.38;28.97;29.84;33.93;35.46;45.46;32.03;—
Enterprise Value/EBIT;7.25;13.80;17.44;10.89;9.47;14.85;14.34;11.29;18.77;17.84;16.99;14.89;—
Enterprise Value/EBITDA;5.92;9.40;11.88;8.49;7.22;10.51;9.90;8.32;12.18;11.96;12.44;10.33;—
