Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;5.46;2.25;2.81;2.05;1.97;1.64;1.63;1.83;1.97;2.21;2.03;1.89;3.07
Price/Earnings;28.67;16.69;36.31;519.67;30.42;—;31.58;168.33;66.96;130.29;120.79;168.97;25.84
Price/Cash Flow;30.77;17.22;15.44;9.14;18.25;9.71;9.23;18.18;13.72;12.99;11.48;13.15;17.36
Price/Book;8.10;3.22;3.96;3.29;3.41;2.88;2.66;2.76;2.70;2.91;2.63;2.85;4.27
Price/Forward Earnings;21.32;11.51;22.73;31.85;27.25;15.85;18.73;19.19;—;—;18.18;20.02;—
PEG Ratio;0.97;1.15;2.39;3.19;—;—;—;—;—;—;—;—;—
Earnings Yield %;3.49;5.99;2.75;0.19;3.29;-0.76;3.17;0.59;1.49;0.77;0.83;1.06;—
Enterprise Value (Bil);2.05;0.93;1.18;0.82;0.87;0.84;0.89;0.99;1.06;1.23;1.09;1.02;—
Enterprise Value/EBIT;17.87;9.80;15.96;96.31;20.50;—;23.45;225.01;51.09;121.89;85.32;13,782.64;—
Enterprise Value/EBITDA;15.68;7.89;11.91;20.85;12.51;27.32;11.68;21.38;16.05;20.23;17.60;21.86;—
