Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.01;1.55;2.03;1.25;1.07;1.18;1.36;1.17;0.72;0.74;1.29;1.03;3.01
Price/Earnings;—;13.11;22.12;14.85;13.25;17.64;31.26;77.12;8.98;—;15.14;383.32;25.53
Price/Cash Flow;6.63;13.24;22.94;18.58;9.13;12.45;12.52;8.11;34.44;5.52;9.37;11.37;17.03
Price/Book;1.16;1.81;2.43;1.51;1.31;1.40;1.52;1.52;0.96;0.99;1.73;1.30;4.19
Price/Forward Earnings;23.58;12.35;19.31;15.50;12.76;—;—;—;—;—;—;—;—
PEG Ratio;1.82;—;—;1.03;0.85;—;—;—;—;—;—;—;—
Earnings Yield %;-1.71;7.63;4.52;6.73;7.55;5.67;3.20;1.30;11.13;-35.86;6.60;-1.87;—
Enterprise Value (Mil);314.41;612.12;954.93;556.38;450.89;497.57;613.19;637.21;530.33;345.40;640.49;501.73;—
Enterprise Value/EBIT;55.99;11.71;14.07;8.16;6.55;8.74;16.25;10.84;7.89;—;11.63;10.03;—
Enterprise Value/EBITDA;17.76;9.73;12.06;6.88;5.53;7.19;12.13;8.81;6.36;—;9.35;7.98;—
