Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;4.88;4.72;5.89;3.65;4.42;3.83;2.97;3.48;2.09;3.18;2.93;3.07;3.07
Price/Earnings;28.98;24.11;29.15;19.83;24.14;23.29;27.45;31.00;17.14;17.47;10.98;23.52;25.84
Price/Cash Flow;34.70;18.35;25.01;18.03;20.14;20.16;14.41;21.34;11.70;16.82;13.00;16.90;17.36
Price/Book;5.61;6.06;7.11;4.26;5.20;4.49;3.49;4.20;2.19;3.25;3.07;3.45;4.27
Price/Forward Earnings;18.90;22.32;25.97;19.01;23.31;21.32;21.55;22.83;29.59;15.20;17.42;20.53;—
PEG Ratio;0.92;1.12;1.73;1.27;—;—;—;—;—;—;—;—;—
Earnings Yield %;3.45;4.15;3.43;5.04;4.14;4.29;3.64;3.23;5.83;5.72;9.11;4.75;—
Enterprise Value (Bil);0.75;0.81;1.06;0.64;0.81;0.76;0.59;0.73;0.43;0.83;0.94;0.66;—
Enterprise Value/EBIT;18.82;15.45;18.46;12.28;14.50;14.71;15.49;22.82;12.89;13.37;8.41;15.46;—
Enterprise Value/EBITDA;16.47;13.72;16.81;11.10;13.26;13.03;12.77;18.28;9.94;10.97;7.41;12.95;—
