Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.61;0.78;1.42;1.77;1.50;2.19;2.17;2.06;3.11;3.46;3.00;2.51;3.07
Price/Earnings;—;—;107.89;181.17;49.68;87.00;—;—;—;—;—;75.34;25.84
Price/Cash Flow;10.47;12.39;15.26;20.80;20.89;21.02;23.38;27.57;56.15;23.13;24.64;28.36;17.36
Price/Book;0.75;0.88;1.45;1.68;1.41;1.93;1.92;1.75;2.40;2.55;2.30;2.07;4.27
Price/Forward Earnings;-149.25;-70.92;18.87;—;—;33.90;56.82;51.02;47.62;53.48;55.87;59.91;—
PEG Ratio;—;—;1.21;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;-16.70;-6.42;0.93;0.55;2.01;1.15;-0.56;-0.71;-0.44;-1.39;-1.59;-0.33;—
Enterprise Value (Mil);57.96;82.96;183.08;213.66;173.45;242.83;236.23;203.61;327.02;342.02;304.91;258.68;—
Enterprise Value/EBIT;—;—;1,947.63;101.36;85.28;64.17;—;—;—;—;-119.11;191.57;—
Enterprise Value/EBITDA;—;—;97.38;57.48;51.33;47.27;—;128.70;—;—;632.52;81.45;—
