Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.06;1.50;2.03;2.36;2.82;2.77;2.63;2.04;2.34;2.47;2.92;2.39;3.01
Price/Earnings;11.43;15.19;19.01;20.17;21.87;19.12;17.91;13.17;13.63;16.01;17.60;15.53;25.53
Price/Cash Flow;24.66;14.13;17.36;19.07;22.58;18.14;17.88;11.27;13.72;10.62;10.78;13.68;17.03
Price/Book;1.89;2.55;3.20;3.49;4.22;3.72;3.38;2.55;2.80;2.56;3.06;2.95;4.19
Price/Forward Earnings;10.66;13.51;15.34;17.92;18.90;17.04;15.90;11.52;13.21;15.77;16.84;14.55;—
PEG Ratio;1.07;1.57;1.78;4.09;5.82;3.86;1.93;1.53;1.32;2.33;2.19;2.01;—
Earnings Yield %;8.75;6.58;5.26;4.96;4.57;5.23;5.58;7.59;7.34;6.25;5.68;6.63;—
Enterprise Value (Bil);3.74;5.36;7.16;8.74;10.77;10.72;11.05;9.07;10.30;10.00;12.43;10.05;—
Enterprise Value/EBIT;8.37;10.39;12.62;13.40;14.50;12.86;12.40;9.75;10.55;11.94;12.91;11.23;—
Enterprise Value/EBITDA;7.19;9.05;11.11;11.97;13.07;11.71;11.25;8.85;9.65;10.72;11.72;10.19;—
