Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.54;0.60;0.74;0.87;0.43;0.43;0.31;0.37;0.21;0.18;0.30;0.29;3.07
Price/Earnings;11.74;12.23;15.13;15.92;9.28;16.89;11.15;5.40;5.48;—;4.90;8.68;25.84
Price/Cash Flow;7.77;6.94;9.53;9.64;5.58;5.56;4.11;4.68;3.58;2.08;4.51;4.15;17.36
Price/Book;2.31;2.77;3.62;4.24;2.77;2.89;1.81;1.62;0.87;1.56;2.20;1.56;4.27
Price/Forward Earnings;10.10;9.83;12.94;14.99;8.64;10.09;9.42;8.39;6.94;14.99;9.46;9.50;—
PEG Ratio;0.99;1.31;2.42;5.76;2.59;8.01;—;—;—;—;—;—;—
Earnings Yield %;8.51;8.18;6.61;6.28;10.78;5.92;8.97;18.50;18.24;-107.64;-4.41;-9.19;—
Enterprise Value (Bil);19.37;21.10;25.70;28.87;18.49;17.99;13.46;13.95;12.45;10.60;12.09;12.99;—
Enterprise Value/EBIT;8.51;8.20;9.89;10.33;7.53;12.36;9.39;7.37;8.52;—;9.57;9.03;—
Enterprise Value/EBITDA;5.73;5.83;7.09;7.55;5.26;7.16;5.50;4.88;5.12;—;16.17;5.78;—
