Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.18;0.09;0.29;0.33;0.27;0.35;0.53;0.35;0.55;0.58;0.60;0.49;3.07
Price/Earnings;8.32;—;—;13.40;12.58;13.25;17.38;13.99;15.71;15.28;13.53;15.68;25.84
Price/Cash Flow;2.77;1.32;4.44;8.91;6.65;6.21;9.15;7.43;10.61;4.74;7.21;7.82;17.36
Price/Book;1.28;0.97;3.69;2.99;2.24;3.14;4.82;4.73;7.27;6.32;6.97;5.33;4.27
Price/Forward Earnings;6.26;3.89;16.03;16.75;12.25;12.45;16.31;9.78;14.29;13.53;15.90;14.13;—
PEG Ratio;0.71;0.56;1.45;1.14;1.08;1.13;1.48;0.77;1.78;1.37;5.92;1.75;—
Earnings Yield %;12.02;-24.39;-7.25;7.47;7.95;7.55;5.75;7.15;6.37;6.54;7.39;6.62;—
Enterprise Value (Bil);9.19;5.71;13.30;12.17;8.73;11.64;18.00;14.27;25.61;24.89;28.62;19.36;—
Enterprise Value/EBIT;4.97;4.85;11.30;10.78;6.06;6.59;9.52;7.67;12.39;10.55;9.65;9.57;—
Enterprise Value/EBITDA;3.28;2.69;6.27;6.84;4.14;4.81;7.05;5.50;8.85;7.80;7.50;6.97;—
