Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;4.16;5.64;7.50;6.97;7.06;7.36;8.48;7.23;8.22;9.73;10.92;8.48;3.07
Price/Earnings;33.30;44.00;60.40;59.75;60.13;64.08;69.08;45.60;57.25;69.56;79.48;61.87;25.84
Price/Cash Flow;47.47;39.86;61.11;53.94;53.29;57.07;53.95;40.30;47.77;45.36;58.00;50.93;17.36
Price/Book;3.55;4.55;5.94;5.61;5.60;5.76;6.52;4.93;4.98;5.43;6.13;5.69;4.27
Price/Forward Earnings;27.62;30.86;53.48;52.08;53.48;57.47;—;46.95;56.50;—;64.10;55.59;—
PEG Ratio;1.47;1.63;2.82;2.61;2.68;2.87;—;3.13;5.65;—;—;4.03;—
Earnings Yield %;3.00;2.27;1.66;1.67;1.66;1.56;1.45;2.19;1.75;1.44;1.26;1.65;—
Enterprise Value (Bil);0.67;1.01;1.59;1.74;1.99;2.36;3.02;2.73;3.13;3.83;4.60;3.14;—
Enterprise Value/EBIT;19.51;27.28;37.93;36.51;35.41;40.43;45.26;38.69;46.04;53.87;62.25;46.69;—
Enterprise Value/EBITDA;16.73;23.18;37.93;30.08;35.41;32.66;36.85;31.04;36.39;42.54;49.01;37.65;—
