Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.58;0.63;1.21;1.28;1.50;1.57;1.69;1.54;1.40;1.60;2.99;1.59;3.07
Price/Earnings;12.12;—;21.53;40.54;18.73;19.89;22.32;19.10;15.22;—;7.97;18.95;25.84
Price/Cash Flow;5.74;4.68;10.20;12.71;9.23;11.09;10.80;9.32;9.42;11.27;23.47;11.21;17.36
Price/Book;1.75;3.04;5.03;5.45;5.21;7.41;7.99;7.45;7.13;5.80;6.82;7.07;4.27
Price/Forward Earnings;11.60;83.33;17.99;—;16.23;17.27;—;—;—;—;—;18.18;—
PEG Ratio;0.83;5.93;1.28;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;8.25;-7.98;4.64;2.47;5.34;5.03;4.48;5.24;6.57;-2.09;-1.78;4.33;—
Enterprise Value (Bil);0.21;0.29;0.53;0.54;0.53;0.59;0.70;0.71;0.92;0.87;1.02;0.77;—
Enterprise Value/EBIT;8.03;11.29;15.41;30.50;12.12;12.93;15.33;14.63;17.50;—;15.78;15.52;—
Enterprise Value/EBITDA;5.10;7.18;11.07;17.55;9.39;10.06;11.62;10.74;12.65;111.73;115.11;24.57;—
