Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.90;0.88;1.06;0.96;1.15;1.73;1.45;1.05;1.14;0.90;1.49;1.24;3.07
Price/Earnings;10.21;8.92;13.21;11.63;16.45;42.18;27.24;12.53;20.28;52.85;58.50;25.53;25.84
Price/Cash Flow;7.26;7.13;9.42;8.32;9.83;19.78;11.78;8.36;9.32;10.34;15.28;11.36;17.36
Price/Book;2.57;2.35;2.59;2.15;1.90;2.19;1.95;1.52;1.56;0.98;1.70;1.63;4.27
Price/Forward Earnings;10.11;10.09;12.15;15.31;22.03;22.08;20.92;13.05;17.79;28.09;17.70;21.27;—
PEG Ratio;1.42;1.96;4.68;4.92;—;3.58;0.93;3.11;3.48;2.66;—;3.01;—
Earnings Yield %;9.79;11.21;7.57;8.60;6.08;2.37;3.67;7.98;4.93;1.89;-7.08;3.59;—
Enterprise Value (Bil);412.01;391.65;454.69;405.25;353.98;415.34;390.74;323.29;337.24;234.45;327.24;337.53;—
Enterprise Value/EBIT;5.74;4.95;7.46;7.04;12.42;40.33;23.14;12.16;14.92;45.17;48.73;22.34;—
Enterprise Value/EBITDA;4.70;4.13;5.84;5.42;7.65;14.20;10.01;7.01;8.09;9.08;15.34;10.95;—
