Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.26;0.30;0.53;0.45;0.57;0.47;0.41;0.31;0.42;0.47;0.58;0.40;2.06
Price/Earnings;12.70;171.74;130.28;24.71;26.09;15.81;16.42;10.61;16.15;38.58;30.10;17.66;31.62
Price/Cash Flow;8.43;9.56;12.75;22.77;21.16;14.50;18.50;10.79;9.35;5.51;8.08;11.74;17.41
Price/Book;1.44;1.76;2.89;2.25;2.88;2.39;2.30;1.73;2.29;2.18;2.82;2.14;2.50
Price/Forward Earnings;9.23;12.35;16.42;13.44;—;12.12;10.59;8.61;13.00;16.05;16.92;12.11;—
PEG Ratio;0.85;0.73;0.97;0.79;—;—;—;—;—;25.46;—;—;—
Earnings Yield %;7.87;0.58;0.77;4.05;—;6.33;6.09;9.43;6.19;2.59;3.32;6.36;—
Enterprise Value (Bil);5.59;5.88;9.14;7.86;—;9.98;10.78;8.76;11.55;10.15;12.20;10.07;—
Enterprise Value/EBIT;12.78;43.25;43.05;16.62;—;12.66;13.31;9.55;14.66;25.00;22.60;14.16;—
Enterprise Value/EBITDA;8.10;14.12;20.03;11.65;—;10.47;10.43;7.80;10.42;11.03;12.21;9.61;—
