Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;5.82;8.15;8.01;11.69;9.75;10.94;10.23;8.56;10.64;7.19;8.98;9.49;3.01
Price/Earnings;—;—;557.56;191.86;26.93;24.90;49.44;50.30;30.40;35.21;12.80;36.45;25.53
Price/Cash Flow;15.12;18.25;17.24;23.55;22.40;21.11;19.69;16.21;21.81;14.23;17.20;18.64;17.03
Price/Book;1.96;1.78;1.81;2.51;1.96;2.09;2.00;1.67;2.09;1.34;1.51;1.83;4.19
Price/Forward Earnings;222.22;35.71;35.21;22.57;—;—;59.88;41.32;42.55;33.78;48.78;47.97;—
PEG Ratio;35.21;6.45;6.34;2.82;—;—;6.86;4.30;3.20;12.65;15.22;6.95;—
Earnings Yield %;-0.08;-0.51;0.18;0.52;3.71;4.02;2.02;1.99;3.29;2.84;7.81;3.10;—
Enterprise Value (Bil);4.09;5.76;6.27;8.37;8.11;8.97;9.70;9.10;11.97;9.81;11.57;9.98;—
Enterprise Value/EBIT;41.00;68.10;64.22;73.67;27.86;25.48;38.85;46.56;34.01;36.94;15.53;35.22;—
Enterprise Value/EBITDA;18.03;22.63;21.31;26.45;16.30;15.90;19.70;20.45;19.28;17.45;11.05;18.29;—
