Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.45;0.45;0.79;1.61;1.50;1.58;1.90;1.26;1.32;2.00;4.68;1.67;3.01
Price/Earnings;42.80;18.29;21.91;25.49;15.77;14.16;18.75;7.42;12.13;—;117.18;17.56;25.53
Price/Cash Flow;5.24;3.76;5.66;9.93;9.34;8.20;9.78;6.06;7.11;87.29;83.53;11.66;17.03
Price/Book;1.02;1.07;1.88;3.85;4.00;3.81;4.38;2.53;2.82;2.82;3.55;3.17;4.19
Price/Forward Earnings;10.63;9.79;13.59;16.00;10.71;13.93;15.11;9.70;10.81;125.00;—;22.01;—
PEG Ratio;0.82;0.78;0.87;1.03;0.80;2.32;2.52;2.62;1.54;28.57;—;4.52;—
Earnings Yield %;2.34;5.47;4.56;3.92;6.34;7.06;5.33;13.47;8.24;-6.24;-9.29;6.06;—
Enterprise Value (Bil);7.21;7.66;12.74;27.76;27.46;30.53;38.88;25.31;28.38;25.56;30.70;28.99;—
Enterprise Value/EBIT;15.89;9.45;11.47;14.21;9.06;8.33;11.49;8.02;8.89;—;81.21;12.54;—
Enterprise Value/EBITDA;6.35;4.63;6.44;9.69;6.81;6.32;8.38;5.88;6.41;—;13.67;6.91;—
