Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.10;0.06;0.11;0.10;0.12;0.13;0.21;0.12;0.14;0.14;0.20;0.15;1.50
Price/Earnings;4.23;—;—;5.30;60.83;—;18.74;27.65;—;16.83;11.42;20.48;24.83
Price/Cash Flow;—;1.51;2.49;2.37;3.20;4.71;7.63;3.28;3.86;3.30;3.17;4.67;11.13
Price/Book;0.53;0.38;0.63;0.48;0.55;0.67;1.01;0.60;0.87;0.79;1.08;0.80;1.87
Price/Forward Earnings;—;4.66;10.52;—;—;—;—;—;6.05;4.37;6.70;—;—
PEG Ratio;—;0.66;1.48;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;23.65;-36.38;-22.09;18.88;1.64;-8.51;5.33;3.62;-5.82;5.94;8.76;0.39;—
Enterprise Value (Mil);189.91;173.96;202.56;166.04;157.68;161.10;201.01;149.73;172.30;173.85;168.85;164.48;—
Enterprise Value/EBIT;7.94;—;—;7.53;31.66;—;24.04;23.24;—;17.88;10.79;22.56;—
Enterprise Value/EBITDA;5.19;6.46;7.52;4.44;7.77;8.50;9.84;6.96;6.70;7.03;4.88;7.54;—
