Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.11;0.14;0.20;0.19;0.37;0.44;0.47;0.28;0.36;0.30;0.50;0.36;3.07
Price/Earnings;5.40;9.10;11.38;6.94;7.44;14.20;19.89;7.20;16.97;—;15.84;16.57;25.84
Price/Cash Flow;2.53;3.60;8.27;4.60;5.89;7.46;8.55;7.44;7.11;9.00;33.60;9.61;17.36
Price/Book;0.70;1.04;1.48;1.24;1.57;1.52;1.96;1.43;1.82;1.20;1.79;1.59;4.27
Price/Forward Earnings;5.34;7.68;9.27;8.68;9.42;13.39;14.97;7.27;9.64;62.11;100.00;24.77;—
PEG Ratio;0.41;4.71;1.49;1.35;15.44;—;2.00;17.73;2.15;8.71;—;—;—
Earnings Yield %;18.53;10.99;8.79;14.40;13.45;7.04;5.03;13.89;5.89;-0.11;-0.88;6.15;—
Enterprise Value (Bil);16.60;24.16;31.65;27.65;35.53;33.93;43.53;36.83;45.77;34.27;44.32;36.65;—
Enterprise Value/EBIT;4.15;6.01;7.84;4.57;4.70;9.31;12.66;8.69;13.05;44.33;250.41;24.97;—
Enterprise Value/EBITDA;3.01;4.32;5.53;3.57;3.81;6.10;8.06;5.88;8.00;10.99;17.56;9.33;—
