Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;—;—;—;—;—;2.91;1.66;2.99;3.76;3.66;—;3.07
Price/Earnings;—;—;—;—;—;—;—;12.47;33.35;—;151.91;—;25.84
Price/Cash Flow;—;—;—;—;—;—;46.59;10.54;19.57;25.04;21.08;—;17.36
Price/Book;—;—;—;—;—;—;5.23;2.50;4.20;2.17;2.28;—;4.27
Price/Forward Earnings;—;—;—;—;—;—;20.88;10.41;23.58;26.46;28.01;20.38;—
PEG Ratio;—;—;—;—;—;—;—;—;—;2.33;1.89;—;—
Earnings Yield %;—;—;—;—;—;—;-2.04;8.02;3.00;-0.83;0.66;1.61;—
Enterprise Value (Bil);—;—;—;—;—;—;8.38;5.54;8.73;21.69;22.66;11.07;—
Enterprise Value/EBIT;—;—;—;—;—;—;—;14.08;23.92;2,853.67;70.42;—;—
Enterprise Value/EBITDA;—;—;—;—;—;—;52.15;9.63;16.06;52.59;25.80;29.91;—
