Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.26;0.23;0.20;0.27;0.25;0.25;0.25;0.18;0.25;0.24;0.31;0.23;3.07
Price/Earnings;11.04;10.48;9.43;—;12.94;21.32;46.05;27.54;31.55;30.38;15.16;39.63;25.84
Price/Cash Flow;4.20;6.05;3.07;7.64;3.81;4.91;4.59;2.84;4.96;5.04;6.71;4.43;17.36
Price/Book;2.17;1.88;1.51;1.89;1.86;1.82;1.99;2.07;3.43;3.23;3.98;2.47;4.27
Price/Forward Earnings;6.88;6.74;10.94;11.15;9.40;11.40;10.05;8.16;11.14;9.42;9.89;10.01;—
PEG Ratio;0.50;0.37;0.61;0.62;1.12;—;0.82;—;—;—;—;—;—
Earnings Yield %;9.05;9.54;10.61;-0.60;7.73;4.69;2.17;3.63;3.17;3.29;6.59;3.40;—
Enterprise Value (Bil);4.45;4.53;4.63;4.97;5.47;5.68;6.00;5.63;8.50;8.45;10.62;6.73;—
Enterprise Value/EBIT;7.54;7.37;8.70;24.59;8.68;11.12;15.47;9.35;13.50;14.10;11.05;12.88;—
Enterprise Value/EBITDA;4.84;4.64;4.72;7.25;4.57;4.60;5.20;4.11;6.01;6.05;5.90;5.15;—
