Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.07;0.08;0.29;0.27;0.25;0.29;0.37;0.32;0.25;0.37;0.28;0.27;1.76
Price/Earnings;—;20.05;34.22;12.70;—;31.20;—;76.36;8.89;—;3.41;41.61;17.62
Price/Cash Flow;1.22;1.39;3.21;2.99;3.70;4.19;6.03;15.74;4.89;5.58;4.00;6.72;9.46
Price/Book;0.42;0.43;1.44;1.17;1.28;1.23;2.44;1.41;1.01;1.52;1.09;1.34;2.05
Price/Forward Earnings;4.53;—;—;—;—;—;—;—;—;—;5.27;—;—
PEG Ratio;1.81;—;—;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;0.00;—;—;—;—;3.21;-0.96;—;—;—;29.36;-56.90;—
Enterprise Value (Bil);3.02;—;—;—;—;4.24;6.83;—;—;—;5.99;5.54;—
Enterprise Value/EBIT;9.23;—;—;—;—;11.13;54.62;—;—;—;14.55;22.20;—
Enterprise Value/EBITDA;4.57;—;—;—;—;5.34;11.58;—;—;—;6.17;7.43;—
