Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.83;1.22;2.57;1.46;1.57;2.39;2.48;3.30;10.25;11.81;7.02;5.75;3.01
Price/Earnings;—;22.97;55.19;—;697.33;—;—;551.86;—;—;629.71;631.60;25.53
Price/Cash Flow;5.01;10.22;16.52;11.62;13.49;18.55;19.54;30.01;—;—;117.30;30.67;17.03
Price/Book;1.67;2.11;4.42;2.30;2.32;2.94;2.89;3.46;2.73;4.66;2.98;3.08;4.19
Price/Forward Earnings;14.43;15.60;40.00;30.49;44.44;33.44;25.97;-204.08;178.57;—;196.08;63.87;—
PEG Ratio;0.96;1.04;2.67;2.03;2.97;2.23;1.73;—;—;—;—;2.14;—
Earnings Yield %;-2.38;4.35;1.81;-1.38;0.14;0.00;-0.54;0.18;-4.39;-1.82;-2.90;-1.53;—
Enterprise Value (Bil);1.15;1.36;2.82;1.76;1.66;2.08;2.25;2.77;2.47;4.25;2.65;2.50;—
Enterprise Value/EBIT;37.64;13.03;30.84;294.93;124.84;283.49;—;148.49;—;—;559.49;3.54;—
Enterprise Value/EBITDA;6.63;6.04;14.24;15.37;11.83;22.71;28.44;26.99;—;—;25.22;22.76;—
