Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.32;0.40;0.40;0.44;0.16;0.44;0.23;0.19;0.38;0.23;2.76;0.32;3.01
Price/Earnings;7.32;14.65;11.81;12.62;—;—;—;—;—;—;—;10.45;25.53
Price/Cash Flow;86.87;17.87;9.38;—;13.52;—;—;—;32.68;4.62;8.24;16.60;17.03
Price/Book;2.69;2.63;2.74;1.88;0.70;1.13;1.07;1.49;3.35;3.20;29.00;2.66;4.19
Price/Forward Earnings;—;7.92;11.57;8.61;-6.87;—;-3.80;—;153.85;4.45;—;9.36;—
PEG Ratio;—;0.40;0.58;0.43;—;—;—;—;—;—;—;—;—
Earnings Yield %;13.66;6.82;8.47;7.93;-110.00;-35.11;-53.68;-23.53;-20.13;-77.27;-4.93;-40.30;—
Enterprise Value (Mil);18.94;67.59;80.67;159.97;65.68;76.87;70.78;85.02;147.39;88.59;555.41;98.23;—
Enterprise Value/EBIT;4.46;28.24;13.34;18.21;—;—;—;100.75;—;—;16.13;11.51;—
Enterprise Value/EBITDA;4.30;21.77;9.84;12.83;—;11.45;—;10.93;44.06;52.49;71.13;27.73;—
