Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;—;—;—;1.33;1.99;2.65;2.44;2.48;2.25;2.46;2.39;3.01
Price/Earnings;—;—;—;—;18.11;21.90;23.42;38.83;26.65;22.06;23.72;27.16;25.53
Price/Cash Flow;—;—;—;—;6.21;6.99;9.38;8.82;9.22;9.76;11.39;9.05;17.03
Price/Book;—;—;—;—;8.54;0.78;1.03;1.02;1.04;0.92;1.30;0.98;4.19
Price/Forward Earnings;—;—;—;—;—;16.84;20.92;—;20.58;20.20;21.55;20.60;—
PEG Ratio;—;—;—;—;—;—;—;—;2.63;2.84;2.20;—;—
Earnings Yield %;—;—;—;—;5.52;4.57;4.27;2.58;3.75;4.53;4.22;3.90;—
Enterprise Value (Bil);—;—;—;—;13.60;16.11;21.37;21.57;23.35;22.90;30.19;21.28;—
Enterprise Value/EBIT;—;—;—;—;47.95;15.10;18.40;56.16;22.65;23.01;31.00;27.95;—
Enterprise Value/EBITDA;—;—;—;—;30.33;8.00;10.95;16.65;11.77;11.11;15.43;12.06;—
