Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.57;1.67;1.50;0.57;0.47;0.57;0.64;0.40;0.47;0.31;0.36;0.47;2.06
Price/Earnings;13.24;15.51;15.09;—;—;—;—;—;—;—;—;10.44;31.62
Price/Cash Flow;16.74;12.92;13.32;3.53;3.44;6.26;8.49;33.11;22.19;3.04;3.55;17.44;17.41
Price/Book;2.48;1.86;1.80;0.82;0.78;1.21;1.34;0.88;1.37;1.58;1.20;1.13;2.50
Price/Forward Earnings;11.36;9.22;13.26;10.33;—;-1,428.57;37.17;13.97;14.68;46.51;15.97;22.43;—
PEG Ratio;0.76;0.74;1.07;0.83;—;—;—;—;—;—;—;—;—
Earnings Yield %;7.55;6.45;6.63;-10.95;—;-47.99;-19.32;-17.89;-2.31;-21.89;-14.85;-19.21;—
Enterprise Value (Bil);4.73;4.94;4.54;2.21;—;1.70;1.53;1.11;1.54;1.35;1.15;1.36;—
Enterprise Value/EBIT;12.49;15.89;14.95;—;—;—;—;—;89.97;—;27.01;-8.87;—
Enterprise Value/EBITDA;7.89;10.52;9.49;24.16;—;—;47.44;10.83;11.36;13.21;10.16;22.24;—
