Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.52;1.15;0.91;1.25;1.23;0.99;0.57;0.67;0.53;2.20;3.16;0.93;3.07
Price/Earnings;28.14;13.50;—;—;—;—;—;—;—;—;175.50;2,762.15;25.84
Price/Cash Flow;62.87;5.58;10.11;14.86;67.38;—;—;10.84;6.52;22.59;33.24;59.36;17.36
Price/Book;2.48;1.79;1.62;1.90;1.94;1.81;1.08;1.29;0.95;5.32;6.13;1.86;4.27
Price/Forward Earnings;—;8.29;-14.75;—;—;—;—;—;—;—;—;—;—
PEG Ratio;—;0.36;—;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;3.55;7.41;-17.96;0.00;-3.51;-8.21;-11.03;-6.12;-5.09;-0.19;0.57;-6.61;—
Enterprise Value (Mil);76.35;65.56;35.15;47.95;47.60;45.50;22.73;26.93;22.79;129.06;174.53;44.59;—
Enterprise Value/EBIT;33.04;9.34;—;—;—;—;—;—;—;177.77;128.43;-26.85;—
Enterprise Value/EBITDA;13.84;6.01;16.80;23.83;54.03;—;75.00;9.16;7.68;39.57;47.27;5.78;—
