Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.34;2.06;2.62;3.52;3.39;4.09;3.00;1.76;2.12;2.25;4.09;2.61;3.07
Price/Earnings;66.55;157.10;544.30;4.20;—;55.58;31.32;6.64;43.71;—;75.43;49.75;25.84
Price/Cash Flow;14.96;9.75;14.92;19.13;17.86;11.74;10.26;6.24;7.92;9.50;12.04;8.78;17.36
Price/Book;1.84;3.30;3.34;1.81;1.89;2.27;1.87;1.03;1.29;1.78;3.79;1.65;4.27
Price/Forward Earnings;26.18;15.97;19.38;14.51;—;—;—;—;—;—;—;—;—
PEG Ratio;3.49;1.60;1.94;1.45;—;—;—;—;—;—;—;—;—
Earnings Yield %;1.50;0.64;0.18;23.79;-3.22;1.80;3.19;15.07;2.29;-3.36;-5.49;3.44;—
Enterprise Value (Bil);2.39;3.18;3.90;7.10;8.52;9.53;8.87;6.49;6.24;4.89;4.42;6.87;—
Enterprise Value/EBIT;25.09;50.41;103.53;6.70;—;29.75;26.71;21.27;21.02;23.52;244.82;78.73;—
Enterprise Value/EBITDA;13.45;23.40;33.48;6.04;35.57;15.54;14.18;10.49;11.30;10.66;33.75;13.76;—
