Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.59;0.58;0.76;0.77;1.01;0.87;0.85;0.64;0.97;0.91;1.22;0.83;3.07
Price/Earnings;13.62;16.37;23.71;21.73;18.32;18.99;19.66;70.66;26.80;28.76;31.82;28.66;25.84
Price/Cash Flow;8.55;7.59;11.47;9.82;10.66;9.49;9.21;9.88;13.26;10.49;11.45;10.36;17.36
Price/Book;1.20;1.10;1.53;1.56;1.98;1.69;1.68;1.30;1.83;1.74;2.32;1.61;4.27
Price/Forward Earnings;10.85;10.37;12.99;13.89;—;14.49;15.20;10.85;15.75;13.46;17.42;14.68;—
PEG Ratio;0.87;1.04;1.62;1.74;—;1.45;1.52;1.08;1.57;1.35;1.74;1.50;—
Earnings Yield %;7.34;6.11;4.22;4.60;5.46;5.27;5.09;1.42;3.73;3.48;3.14;4.16;—
Enterprise Value (Bil);0.49;0.56;0.87;0.88;1.16;1.23;1.29;0.98;1.68;1.56;2.23;1.34;—
Enterprise Value/EBIT;7.59;12.06;17.14;13.34;12.12;12.92;13.73;16.46;20.34;19.09;23.76;16.07;—
Enterprise Value/EBITDA;4.07;5.77;8.11;6.95;7.49;7.67;7.58;7.26;11.01;10.53;14.03;8.65;—
