Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.28;0.30;0.41;0.46;0.82;0.93;1.02;0.63;0.68;0.65;0.69;0.75;1.89
Price/Earnings;8.69;11.81;28.90;—;13.37;22.34;16.83;13.29;15.16;21.38;34.86;16.52;18.67
Price/Cash Flow;2.94;3.83;38.62;6.78;4.32;8.19;6.11;6.13;7.07;5.58;5.34;6.31;10.50
Price/Book;1.05;1.08;3.20;1.75;2.02;1.85;2.00;1.36;1.47;1.21;1.25;1.49;1.64
Price/Forward Earnings;7.78;8.98;13.02;14.81;17.39;16.50;13.93;9.96;12.42;26.11;28.65;15.29;—
PEG Ratio;1.20;0.69;1.00;1.14;—;—;—;—;—;—;—;—;—
Earnings Yield %;11.50;8.46;3.46;-4.85;7.48;4.48;5.94;7.52;6.60;4.68;2.87;6.44;—
Enterprise Value (Bil);0.83;0.97;2.16;2.65;3.17;2.98;3.36;2.84;3.42;2.92;2.83;2.94;—
Enterprise Value/EBIT;7.76;12.84;34.60;37.56;9.95;15.43;12.83;11.94;15.38;20.87;27.24;14.22;—
Enterprise Value/EBITDA;3.95;4.98;11.34;8.91;5.46;6.93;6.72;5.85;6.50;6.38;6.61;6.07;—
