Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;2.57;2.86;2.87;3.74;3.86;4.22;6.12;5.92;8.44;15.12;13.78;8.01;3.07
Price/Earnings;115.56;8.61;9.05;43.11;27.38;30.76;45.46;52.39;45.63;35.44;58.95;43.91;25.84
Price/Cash Flow;11.91;12.00;11.91;18.91;16.77;20.34;21.61;20.42;27.73;41.06;43.10;27.05;17.36
Price/Book;7.53;4.14;3.69;4.32;4.47;7.57;11.67;9.68;13.11;15.88;15.10;11.72;4.27
Price/Forward Earnings;15.97;15.60;14.31;18.25;17.70;18.98;27.32;22.42;29.67;48.08;45.25;30.49;—
PEG Ratio;0.91;0.78;1.43;1.83;1.77;1.90;2.28;1.87;2.60;4.58;4.43;2.80;—
Earnings Yield %;0.87;11.62;11.06;2.32;3.65;3.25;2.20;1.91;2.19;2.82;1.70;2.50;—
Enterprise Value (Bil);2.70;3.41;3.84;5.30;5.83;7.39;11.77;11.97;19.19;37.44;37.99;17.85;—
Enterprise Value/EBIT;37.76;15.30;17.48;30.24;20.08;25.79;37.29;32.33;38.30;65.45;52.37;40.01;—
Enterprise Value/EBITDA;16.47;10.93;12.21;18.58;14.23;18.18;27.24;24.52;30.63;52.83;43.39;30.85;—
