Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;8.90;9.82;9.25;10.38;11.65;10.27;9.68;9.26;8.01;5.26;9.10;8.40;3.01
Price/Earnings;43.12;33.49;37.85;38.42;36.41;30.27;30.29;22.70;19.99;19.38;36.99;24.22;25.53
Price/Cash Flow;19.24;19.07;18.04;20.92;20.01;16.58;15.07;14.36;11.95;10.92;16.62;13.60;17.03
Price/Book;8.35;8.35;8.17;11.37;13.84;12.13;14.65;15.54;18.15;17.09;14.15;14.08;4.19
Price/Forward Earnings;39.06;39.84;21.69;33.90;33.67;26.32;25.58;22.12;24.57;20.41;29.85;25.50;—
PEG Ratio;4.96;18.96;10.32;10.26;—;2.71;4.03;3.00;10.91;—;3.37;4.01;—
Earnings Yield %;2.32;2.99;2.64;2.60;2.75;3.30;3.30;4.41;5.00;5.16;2.70;4.75;—
Enterprise Value (Bil);55.83;70.97;68.94;77.03;81.98;78.14;76.33;74.94;70.77;52.63;68.55;69.55;—
Enterprise Value/EBIT;32.00;24.79;26.02;27.03;28.30;25.59;26.57;21.42;20.20;22.54;33.01;22.85;—
Enterprise Value/EBITDA;19.60;17.04;17.22;18.49;19.85;17.99;18.00;15.44;14.45;14.26;20.03;15.81;—
