Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;12.63;6.85;7.19;7.61;8.35;10.61;11.86;6.30;7.52;10.15;10.16;9.50;3.07
Price/Earnings;39.82;26.69;54.36;95.47;233.60;69.90;53.66;441.80;—;—;611.47;311.18;25.84
Price/Cash Flow;30.77;19.75;39.72;22.74;44.04;52.92;34.21;45.33;68.21;74.47;43.32;54.88;17.36
Price/Book;3.68;1.78;1.62;2.05;2.62;3.49;4.11;1.99;2.36;3.95;4.06;3.30;4.27
Price/Forward Earnings;28.74;18.52;25.58;32.05;34.01;29.94;32.47;24.69;54.05;77.52;80.65;51.76;—
PEG Ratio;1.82;1.24;1.71;1.60;1.70;1.50;1.63;1.23;2.70;3.89;4.02;2.59;—
Earnings Yield %;2.51;3.75;1.84;1.05;0.43;1.43;1.86;0.23;-0.11;0.00;-0.47;0.75;—
Enterprise Value (Mil);574.78;214.46;196.81;255.72;396.47;592.41;875.79;367.84;456.81;881.61;925.47;655.51;—
Enterprise Value/EBIT;33.03;17.34;44.58;66.23;89.15;56.50;46.45;—;—;3,061.13;5,269.78;80.61;—
Enterprise Value/EBITDA;32.08;16.63;38.99;52.29;58.72;45.54;39.92;106.37;256.49;141.92;171.51;115.47;—
