Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.66;0.70;1.22;1.35;1.63;2.26;2.95;2.11;2.58;3.31;4.21;2.56;1.50
Price/Earnings;7.42;10.06;10.63;22.29;18.06;21.98;28.91;20.20;24.03;43.10;54.83;26.67;24.83
Price/Cash Flow;4.72;8.49;9.33;17.16;11.88;18.61;23.78;19.08;17.29;20.25;25.75;19.06;11.13
Price/Book;2.45;2.09;3.13;3.11;3.54;4.58;5.60;3.58;4.10;4.43;5.99;4.32;1.87
Price/Forward Earnings;6.77;10.19;15.38;14.75;15.90;20.45;25.58;17.99;22.37;35.21;43.48;27.97;—
PEG Ratio;0.33;—;—;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;13.48;9.94;9.41;4.49;5.54;4.55;3.46;4.95;4.16;2.32;1.82;4.03;—
Enterprise Value (Bil);0.13;0.12;0.22;0.24;0.32;0.49;0.71;0.49;0.63;0.71;1.06;0.59;—
Enterprise Value/EBIT;4.56;6.39;7.71;14.61;11.25;14.11;18.32;13.06;15.55;27.31;40.91;16.86;—
Enterprise Value/EBITDA;3.88;4.78;6.45;10.75;8.90;11.84;15.01;10.84;12.03;17.27;25.87;12.90;—
