Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.06;1.11;1.60;1.51;0.90;1.05;0.91;1.02;1.75;1.91;1.98;1.25;3.07
Price/Earnings;—;—;26.36;—;—;—;—;—;—;—;—;33.91;25.84
Price/Cash Flow;15.59;8.34;14.70;14.58;12.63;—;47.32;27.10;88.98;25.38;15.70;110.15;17.36
Price/Book;1.06;1.05;1.45;1.62;0.86;1.39;1.57;1.84;2.97;3.09;3.21;2.08;4.27
Price/Forward Earnings;9.79;17.54;39.37;21.93;—;—;—;—;—;—;19.57;—;—
PEG Ratio;0.60;1.76;3.94;2.19;—;—;—;—;—;—;1.96;—;—
Earnings Yield %;-1.98;-1.78;3.79;-6.56;-3.93;-17.60;-24.05;-9.11;-1.15;-5.14;-1.56;-11.32;—
Enterprise Value (Mil);443.85;377.78;564.37;517.60;221.82;463.81;422.95;483.32;832.34;842.50;922.69;579.16;—
Enterprise Value/EBIT;205.68;—;—;—;—;—;—;—;142.62;—;1,169.44;-24.84;—
Enterprise Value/EBITDA;9.43;10.77;18.34;22.54;14.90;—;—;—;32.38;—;59.29;-2.97;—
