Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;—;—;—;—;—;—;—;—;2.53;2.58;—;1.45
Price/Earnings;—;—;—;—;—;—;—;—;—;22.03;23.44;—;20.35
Price/Cash Flow;—;—;—;—;—;—;—;—;—;14.09;14.43;—;9.77
Price/Book;—;—;—;—;—;—;—;—;—;8.33;8.50;—;1.85
Price/Forward Earnings;—;—;—;—;—;—;—;—;—;19.31;20.37;—;—
PEG Ratio;—;—;—;—;—;—;—;—;—;2.88;2.60;—;—
Earnings Yield %;—;—;—;—;—;—;—;—;—;4.54;4.27;—;—
Enterprise Value (Bil);—;—;—;—;—;—;—;—;—;121.93;150.36;—;—
Enterprise Value/EBIT;—;—;—;—;—;—;—;—;—;13.24;17.27;—;—
Enterprise Value/EBITDA;—;—;—;—;—;—;—;—;—;10.87;14.02;—;—
