Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;2.43;2.15;2.52;2.66;2.20;2.07;1.95;0.98;0.57;0.70;0.93;1.38;3.07
Price/Earnings;15.36;15.56;18.73;19.21;19.92;25.71;20.90;—;—;—;213.77;59.98;25.84
Price/Cash Flow;10.92;10.79;16.35;14.56;12.65;12.37;13.83;7.80;13.94;12.86;11.10;13.83;17.36
Price/Book;3.00;2.64;2.96;3.04;5.45;5.51;4.30;1.67;1.66;—;0.99;4.05;4.27
Price/Forward Earnings;12.47;12.18;17.06;18.94;19.08;14.99;15.04;—;—;—;—;16.51;—
PEG Ratio;0.91;0.87;1.14;1.26;1.27;1.00;1.00;—;—;—;—;1.10;—
Earnings Yield %;6.51;6.43;5.34;5.21;5.02;3.89;4.78;-9.67;-12.44;-78.54;-3.57;-23.64;—
Enterprise Value (Bil);1.28;1.26;1.67;1.92;1.66;1.89;1.66;2.75;2.53;2.50;3.44;2.30;—
Enterprise Value/EBIT;8.98;9.36;11.87;13.43;12.45;14.94;13.93;212.99;—;—;194.04;27.91;—
Enterprise Value/EBITDA;8.10;8.39;10.64;12.02;10.86;12.85;11.81;24.78;12.68;—;18.84;16.25;—
