Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.25;0.33;0.47;0.42;0.22;0.23;0.33;0.14;0.21;0.21;0.26;0.22;3.07
Price/Earnings;—;—;—;17.60;1.05;83.13;19.40;—;—;8.51;7.60;30.34;25.84
Price/Cash Flow;—;—;—;—;—;2.59;6.49;10.06;3.81;1.57;1.51;14.42;17.36
Price/Book;0.96;1.72;2.57;1.90;0.60;0.69;0.95;0.48;0.82;0.80;0.96;0.74;4.27
Price/Forward Earnings;-2.89;-8.27;158.73;28.33;8.01;12.97;12.67;8.39;5.25;2.70;3.29;11.50;—
PEG Ratio;—;—;39.44;7.08;—;—;—;—;—;—;—;—;—
Earnings Yield %;-109.27;-48.37;-5.32;5.68;94.95;1.20;5.15;-14.77;-18.33;11.75;13.15;5.08;—
Enterprise Value (Bil);1.31;1.52;1.63;1.74;1.66;1.55;1.68;1.40;1.52;1.29;1.39;1.56;—
Enterprise Value/EBIT;—;—;59.68;31.29;32.12;26.11;27.05;17.18;—;16.33;12.62;22.67;—
Enterprise Value/EBITDA;—;—;40.63;25.27;25.52;21.19;22.07;14.69;—;13.64;11.07;18.69;—
