Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.36;0.37;0.66;0.65;1.05;1.34;1.26;1.35;1.19;0.89;1.07;1.22;1.50
Price/Earnings;—;9.76;16.60;11.08;26.17;22.20;21.30;22.22;18.25;25.30;37.74;22.32;24.83
Price/Cash Flow;7.00;5.13;10.87;12.60;12.97;10.61;12.98;18.40;18.74;9.87;13.56;14.21;11.13
Price/Book;1.28;1.14;2.62;2.28;3.49;4.37;4.00;4.18;3.83;3.29;3.57;3.89;1.87
Price/Forward Earnings;8.70;8.08;12.94;12.21;17.48;20.04;17.18;16.13;13.26;13.12;15.80;16.86;—
PEG Ratio;—;0.89;1.42;1.34;—;3.08;2.99;1.49;1.04;1.60;1.12;2.03;—
Earnings Yield %;-1.39;10.25;6.03;9.02;3.82;4.50;4.70;4.50;5.48;3.95;2.65;4.65;—
Enterprise Value (Bil);5.12;4.18;9.07;9.25;13.94;18.03;16.76;19.37;24.10;19.88;20.84;19.33;—
Enterprise Value/EBIT;—;4.50;9.41;7.76;15.33;14.44;12.79;13.50;15.87;21.92;30.44;15.62;—
Enterprise Value/EBITDA;17.85;2.97;6.35;5.55;9.87;10.41;9.23;10.03;10.89;9.18;11.19;9.87;—
