Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;8.17;8.01;9.80;8.45;9.03;8.55;12.09;10.44;15.24;20.53;17.77;13.34;3.07
Price/Earnings;29.68;31.47;36.79;29.71;33.64;31.46;46.41;38.74;50.18;82.49;67.19;49.12;25.84
Price/Cash Flow;26.33;21.43;26.11;20.52;24.34;22.42;30.84;26.97;44.63;61.79;54.12;37.23;17.36
Price/Book;3.13;3.22;3.85;3.30;3.69;3.55;5.43;4.69;7.55;8.77;7.49;5.98;4.27
Price/Forward Earnings;20.00;22.37;25.84;22.42;25.06;24.27;34.60;25.00;37.59;50.25;50.76;36.22;—
PEG Ratio;1.25;1.61;2.06;1.78;1.98;1.87;2.66;1.74;4.10;4.60;4.26;3.02;—
Earnings Yield %;3.37;3.18;2.72;3.37;2.97;3.18;2.15;2.58;1.99;1.21;1.49;2.18;—
Enterprise Value (Bil);5.02;5.72;7.34;6.63;7.38;7.16;11.60;11.23;21.43;31.18;30.72;16.65;—
Enterprise Value/EBIT;19.26;19.30;23.46;19.06;20.87;18.85;29.64;28.25;42.08;72.06;59.20;37.26;—
Enterprise Value/EBITDA;15.55;14.98;18.54;15.47;17.04;15.87;25.29;24.28;37.12;58.64;48.65;31.64;—
