Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.49;0.30;0.50;0.83;0.42;0.50;0.80;0.52;0.35;0.44;0.69;0.52;3.01
Price/Earnings;29.25;9.08;—;15.62;5.50;7.25;14.60;8.45;15.15;24.92;181.00;22.15;25.53
Price/Cash Flow;169.75;5.50;8.38;13.52;5.65;4.07;6.19;12.56;—;4.47;4.63;15.22;17.03
Price/Book;1.76;0.98;2.15;2.83;1.27;1.35;1.50;1.02;0.83;0.92;1.12;1.07;4.19
Price/Forward Earnings;8.62;5.68;10.82;12.00;5.67;12.00;13.12;9.07;11.59;22.32;11.59;14.65;—
PEG Ratio;0.82;0.57;1.08;1.20;—;—;—;—;—;—;—;—;—
Earnings Yield %;3.42;11.01;-1.25;6.40;18.18;13.79;6.85;11.84;6.60;4.01;0.55;8.76;—
Enterprise Value (Bil);1.14;0.92;1.25;1.72;1.14;1.26;1.48;1.21;1.58;1.58;1.96;1.41;—
Enterprise Value/EBIT;17.86;8.13;32.19;7.18;2.88;3.06;5.70;4.76;8.51;9.45;30.74;7.47;—
Enterprise Value/EBITDA;11.10;5.87;15.54;6.15;2.59;2.65;4.56;3.69;5.86;5.70;11.87;4.79;—
