Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.82;1.91;2.35;2.61;1.64;1.26;0.80;0.80;1.61;2.55;4.50;1.44;3.07
Price/Earnings;18.05;25.18;13.97;73.23;28.90;38.55;83.21;—;—;30.03;37.29;95.77;25.84
Price/Cash Flow;10.36;11.95;17.61;16.11;19.90;8.17;7.27;11.81;11.38;18.61;21.67;11.32;17.36
Price/Book;3.05;2.39;3.47;3.52;4.17;2.71;1.84;1.80;3.40;4.01;5.91;2.74;4.27
Price/Forward Earnings;10.59;15.48;12.99;15.13;17.51;11.96;—;7.80;17.09;13.95;17.70;11.90;—
PEG Ratio;0.85;1.03;0.96;0.87;1.26;1.86;—;1.04;1.54;1.36;1.59;1.42;—
Earnings Yield %;5.54;3.97;7.16;1.37;3.46;2.59;1.20;-7.34;-0.99;3.33;2.68;-0.12;—
Enterprise Value (Bil);0.73;0.67;1.48;2.07;2.91;1.80;1.60;1.47;2.38;3.75;5.69;2.14;—
Enterprise Value/EBIT;10.85;12.32;10.53;16.38;17.06;34.42;40.65;—;—;20.32;25.71;246.57;—
Enterprise Value/EBITDA;9.27;10.37;9.72;13.53;9.65;11.61;11.59;17.38;23.04;14.01;16.88;15.86;—
