Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.21;0.25;0.33;0.27;0.36;0.36;0.28;0.24;0.19;0.15;0.13;0.24;1.50
Price/Earnings;11.68;9.60;14.53;11.77;13.44;15.15;20.33;12.45;—;—;8.93;16.24;24.83
Price/Cash Flow;0.33;2.49;4.32;3.73;5.35;6.51;6.87;4.36;8.02;2.20;1.43;5.17;11.13
Price/Book;0.77;0.95;1.23;1.07;1.32;1.27;0.91;0.73;0.61;0.66;0.64;0.81;1.87
Price/Forward Earnings;6.73;6.50;9.66;—;—;—;—;—;—;—;—;—;—
PEG Ratio;3.36;1.20;1.79;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;8.56;10.42;6.88;8.50;7.44;6.60;4.92;8.03;-0.38;-27.64;-15.02;-2.47;—
Enterprise Value (Mil);214.02;245.01;297.37;262.44;313.83;270.26;200.29;256.40;275.36;226.66;186.20;236.61;—
Enterprise Value/EBIT;10.70;6.90;9.46;8.39;8.74;9.25;12.96;11.44;146.47;—;42.56;31.24;—
Enterprise Value/EBITDA;4.22;3.65;4.74;4.28;4.74;4.46;4.14;4.59;7.75;8.89;2.90;5.80;—
