Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.24;0.24;0.30;0.36;0.45;0.44;0.52;0.47;0.42;0.38;0.39;0.46;1.50
Price/Earnings;14.32;10.83;13.20;11.70;13.69;13.07;14.25;13.03;12.21;11.71;11.98;13.19;24.83
Price/Cash Flow;7.57;4.54;6.64;5.94;7.33;7.85;8.43;8.16;7.94;5.03;5.15;7.85;11.13
Price/Book;1.12;1.07;1.34;1.45;1.73;1.66;1.80;1.52;1.34;1.18;1.21;1.56;1.87
Price/Forward Earnings;—;9.92;12.15;—;—;—;—;—;—;—;—;—;—
PEG Ratio;—;1.01;1.24;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;6.98;9.23;7.58;8.55;7.30;7.65;7.02;7.68;8.19;8.54;8.34;7.68;—
Enterprise Value (Bil);0.61;0.64;0.84;0.94;1.33;1.41;1.73;1.74;1.79;1.61;1.65;1.69;—
Enterprise Value/EBIT;8.10;6.04;8.47;6.79;8.21;8.24;9.52;9.25;9.30;7.93;8.12;9.03;—
Enterprise Value/EBITDA;4.15;3.35;4.45;3.98;5.01;5.18;5.82;5.56;5.15;4.32;4.43;5.38;—
