Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.30;0.26;0.16;0.14;0.15;0.25;0.39;0.23;0.25;0.33;0.46;0.28;3.07
Price/Earnings;11.56;11.54;15.36;—;—;—;—;18.01;29.56;22.73;24.96;25.58;25.84
Price/Cash Flow;—;—;—;—;0.71;2.87;3.71;5.56;12.18;6.16;3.31;13.94;17.36
Price/Book;1.42;1.37;0.93;0.74;0.63;0.96;1.47;0.87;0.97;1.20;1.82;1.09;4.27
Price/Forward Earnings;10.92;8.95;8.83;92.59;-84.03;—;—;—;—;—;—;—;—
PEG Ratio;0.55;0.36;0.35;3.72;—;—;—;—;—;—;—;—;—
Earnings Yield %;8.65;8.66;6.51;-1.72;-12.99;-13.04;-3.68;5.55;3.38;4.40;4.01;-0.48;—
Enterprise Value (Bil);0.99;1.39;1.43;1.22;0.87;0.77;0.85;0.65;0.87;0.84;0.92;0.78;—
Enterprise Value/EBIT;14.43;14.85;20.16;30.31;—;—;—;21.35;32.19;29.14;19.23;101.31;—
Enterprise Value/EBITDA;12.18;11.96;14.28;16.98;37.16;—;41.73;11.91;16.21;15.68;12.89;26.72;—
