Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;7.07;8.37;9.45;12.40;11.27;11.25;13.59;12.68;17.63;17.45;20.08;15.04;3.07
Price/Earnings;60.83;—;—;102.45;19.33;31.61;19.31;23.97;31.50;44.69;67.24;31.51;25.84
Price/Cash Flow;55.46;36.21;41.77;35.89;25.01;23.88;19.98;20.73;26.81;24.56;30.10;23.86;17.36
Price/Book;0.98;1.35;1.35;1.64;1.55;1.90;2.22;1.68;2.51;2.30;2.80;2.24;4.27
Price/Forward Earnings;128.21;23.98;38.91;67.57;102.04;54.35;48.54;37.59;45.66;59.17;74.63;54.76;—
PEG Ratio;4.91;2.38;—;—;—;—;6.20;4.04;3.77;5.43;12.83;6.11;—
Earnings Yield %;1.33;-0.88;-0.54;0.98;5.17;3.16;5.18;4.17;3.17;2.24;1.49;3.54;—
Enterprise Value (Bil);25.48;29.12;27.53;30.51;34.21;38.87;43.56;48.00;67.25;89.78;105.43;60.24;—
Enterprise Value/EBIT;140.79;72.61;60.57;48.73;22.42;30.08;19.66;27.53;29.67;42.05;55.04;30.57;—
Enterprise Value/EBITDA;46.77;24.92;24.15;24.12;14.84;17.12;14.06;18.28;19.76;25.15;29.88;19.38;—
