Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.70;0.97;1.45;2.02;1.71;2.01;1.83;1.78;2.12;2.71;3.81;2.02;3.01
Price/Earnings;17.09;21.22;25.68;34.37;22.86;64.15;25.46;23.84;11.30;77.26;149.82;33.22;25.53
Price/Cash Flow;7.10;7.98;11.27;15.24;10.14;15.11;13.36;13.30;20.98;—;199.93;21.34;17.03
Price/Book;—;—;1,666.44;359.84;—;—;—;—;—;—;—;330.56;4.19
Price/Forward Earnings;10.03;11.39;16.69;25.13;19.84;22.32;—;—;23.64;27.17;36.63;19.75;—
PEG Ratio;0.53;0.57;1.11;1.68;1.32;1.72;—;—;2.63;3.02;4.07;—;—
Earnings Yield %;5.85;4.71;3.89;2.91;4.37;1.56;3.93;4.19;8.85;1.29;0.67;4.82;—
Enterprise Value (Bil);0.58;0.63;0.81;1.04;0.92;1.14;1.14;1.30;1.51;1.33;1.42;1.27;—
Enterprise Value/EBIT;13.26;13.25;16.52;21.99;14.60;25.36;16.90;17.96;9.64;45.35;49.33;26.82;—
Enterprise Value/EBITDA;7.95;9.00;11.59;15.15;10.90;17.06;12.56;13.20;8.42;29.05;31.93;16.39;—
