Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;—;3.34;3.57;3.89;4.34;8.04;8.71;13.87;8.38;9.02;8.72;3.07
Price/Earnings;—;—;9.85;33.31;42.21;39.58;73.14;43.84;53.61;29.08;35.09;47.17;25.84
Price/Cash Flow;—;—;14.69;14.01;19.34;18.56;30.79;31.83;40.76;30.23;24.57;30.43;17.36
Price/Book;—;—;6.75;3.95;4.51;5.71;10.27;31.38;56.77;19.13;16.45;25.92;4.27
Price/Forward Earnings;—;—;24.45;16.67;—;—;—;—;—;—;—;—;—
PEG Ratio;—;—;—;1.19;—;—;—;—;—;—;—;—;—
Earnings Yield %;—;—;10.15;3.00;2.37;2.53;1.37;2.28;1.87;3.44;2.85;2.26;—
Enterprise Value (Mil);—;—;—;—;—;—;—;—;—;—;788.40;490.07;—
Enterprise Value/EBIT;—;—;15.53;9.36;12.03;11.88;21.52;28.07;40.95;24.45;27.39;25.66;—
Enterprise Value/EBITDA;—;—;13.42;8.26;10.34;10.49;19.07;24.42;35.89;21.61;23.08;22.48;—
