Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;3.65;4.11;5.88;5.28;3.35;3.85;4.34;3.61;5.42;7.33;10.16;5.10;3.07
Price/Earnings;25.86;24.34;41.41;28.38;16.97;18.81;20.71;9.71;26.96;33.80;42.86;22.38;25.84
Price/Cash Flow;12.41;13.65;18.71;14.85;9.20;9.96;11.57;9.80;14.04;18.38;25.90;13.26;17.36
Price/Book;2.81;2.97;4.17;3.70;2.09;2.22;2.65;2.02;3.02;4.16;6.10;3.01;4.27
Price/Forward Earnings;19.65;19.19;23.81;22.32;15.95;16.39;17.70;13.77;19.19;24.04;31.65;19.95;—
PEG Ratio;1.18;1.39;1.61;1.36;2.98;1.57;1.20;98.45;1.71;2.75;2.90;12.13;—
Earnings Yield %;3.87;4.11;2.41;3.52;5.89;5.32;4.83;10.30;3.71;2.96;2.33;5.19;—
Enterprise Value (Bil);16.14;19.53;15.34;15.37;10.33;11.31;13.39;12.22;17.44;21.77;29.45;16.01;—
Enterprise Value/EBIT;27.92;27.24;25.31;19.27;14.10;14.49;14.16;12.66;19.06;23.20;29.65;17.36;—
Enterprise Value/EBITDA;21.14;21.33;18.64;14.69;10.22;10.46;10.58;9.39;13.76;16.82;21.75;12.69;—
